Contig_ID,Linkage_Group,Location_Used_Map_Creation,Location_SCL
G3_NODE_2407811_length_1137_cov_8.282322,GR14,,93.928
G3_NODE_3134148_length_151_cov_21.370861,GR14,,93.928
G3_NODE_3213608_length_1780_cov_7.626966,GR14,,93.928
G3_NODE_349788_length_2930_cov_9.095222,GR14,,93.928
G3_NODE_4031940_length_372_cov_8.048388,GR14,,93.928
G3_NODE_4055974_length_634_cov_8.059937,GR14,,93.928
G3_NODE_977641_length_220_cov_11.368182,GR6,,93.98
G3_NODE_1091180_length_2727_cov_6.680602,GR2,,93.986
G3_NODE_1175900_length_396_cov_6.593434,GR2,,93.986
G3_NODE_1446471_length_386_cov_16.694300,GR2,,93.986
G3_NODE_196191_length_1690_cov_10.875740,GR2,,93.986
G3_NODE_2270440_length_926_cov_7.146868,GR2,,93.986
G3_NODE_2433636_length_2796_cov_6.872675,GR2,,93.986
G3_NODE_2737877_length_420_cov_13.621428,GR2,,93.986
G3_NODE_3071638_length_1848_cov_6.349026,GR2,,93.986
G3_NODE_3117453_length_1754_cov_7.920182,GR2,,93.986
G3_NODE_3744576_length_1567_cov_6.737077,GR2,,93.986
G3_NODE_4337370_length_2557_cov_7.239343,GR2,,93.986
G3_NODE_4468991_length_2617_cov_7.693542,GR2,,93.986
G3_NODE_5182900_length_695_cov_15.353957,GR2,,93.986
G3_NODE_1250889_length_3504_cov_7.701199,GR14,,94.232
G3_NODE_2534200_length_1206_cov_7.559701,GR14,,94.232
G3_NODE_3115055_length_1072_cov_10.496268,GR14,,94.232
G3_NODE_3652491_length_266_cov_7.345865,GR14,,94.232
G3_NODE_3744799_length_1383_cov_6.298626,GR14,,94.232
G3_NODE_1758434_length_987_cov_13.555218,GR4,,94.348
G3_NODE_2194838_length_1270_cov_11.455906,GR4,,94.348
G3_NODE_2226359_length_602_cov_12.011628,GR4,,94.348
G3_NODE_2896085_length_4174_cov_7.448251,GR4,,94.348
G3_NODE_3046365_length_1020_cov_13.071568,GR4,,94.348
G3_NODE_5372321_length_6999_cov_6.452779,GR4,,94.348
G3_NODE_1390880_length_999_cov_11.878879,GR2,,94.362
G3_NODE_2027998_length_325_cov_6.883077,GR2,,94.362
G3_NODE_2092436_length_4314_cov_8.343996,GR2,,94.362
G3_NODE_2398958_length_9050_cov_8.669171,GR2,,94.362
G3_NODE_3610032_length_1667_cov_6.884823,GR2,,94.362
G3_NODE_376529_length_4357_cov_6.955703,GR2,,94.362
G3_NODE_4909200_length_190_cov_12.910526,GR2,,94.362
G3_NODE_522143_length_2660_cov_7.613534,GR2,,94.362
G3_NODE_2581424_length_3321_cov_7.455285,GR12,,94.419
G3_NODE_2105787_length_5864_cov_8.221692,GR7,,94.445
G3_NODE_1138173_length_4694_cov_9.448444,GR1,,94.453
G3_NODE_1390515_length_5009_cov_7.842683,GR1,,94.453
G3_NODE_1451432_length_178_cov_11.106742,GR1,,94.453
G3_NODE_1890482_length_2246_cov_8.007124,GR1,,94.453
G3_NODE_512540_length_215_cov_8.711628,GR1,,94.453
G3_NODE_555179_length_482_cov_8.431536,GR1,,94.453
G3_NODE_756630_length_1514_cov_9.881109,GR1,,94.453
G3_NODE_861894_length_3585_cov_10.873082,GR1,,94.453
G3_NODE_914323_length_330_cov_18.645454,GR1,,94.453
G3_NODE_1434334_length_615_cov_11.310569,GR2,,94.529
G3_NODE_272934_length_811_cov_13.220716,GR2,,94.529
G3_NODE_4799016_length_3253_cov_7.055026,GR2,,94.529
G3_NODE_5335635_length_1030_cov_5.831068,GR2,,94.529
G3_NODE_5647802_length_1145_cov_5.377293,GR2,,94.529
G3_NODE_374586_length_1306_cov_8.590352,GR20,,94.736
G3_NODE_5995392_length_4346_cov_8.147722,GR20,,94.736
G3_NODE_1499263_length_1453_cov_6.932553,GR14,,94.889
G3_NODE_2766137_length_1717_cov_4.822365,GR14,,94.889
G3_NODE_2782441_length_394_cov_7.185279,GR14,,94.889
G3_NODE_2788717_length_2252_cov_8.902309,GR14,,94.889
G3_NODE_3426420_length_1365_cov_9.509891,GR14,,94.889
G3_NODE_3831483_length_2177_cov_8.568213,GR14,,94.889
G3_NODE_4193484_length_3795_cov_8.155204,GR14,,94.889
G3_NODE_4454971_length_4414_cov_9.308790,GR14,,94.889
G3_NODE_4727334_length_1181_cov_11.475868,GR14,,94.889
G3_NODE_4876923_length_955_cov_5.867016,GR14,,94.889
G3_NODE_5047255_length_9862_cov_7.683735,GR14,,94.889
G3_NODE_5561960_length_117_cov_7.008547,GR14,,94.889
G3_NODE_760500_length_2651_cov_10.958883,GR12,,95.18
G3_NODE_1114279_length_1655_cov_10.028399,GR17,,95.201
G3_NODE_1430747_length_3135_cov_10.823605,GR17,,95.201
G3_NODE_2024700_length_511_cov_4.131115,GR17,,95.201
G3_NODE_2430271_length_4027_cov_8.414949,GR17,,95.201
G3_NODE_249580_length_992_cov_8.769154,GR17,,95.201
G3_NODE_2575308_length_1323_cov_13.407408,GR17,,95.201
G3_NODE_3702952_length_262_cov_17.183207,GR17,,95.201
G3_NODE_388287_length_267_cov_13.696630,GR17,,95.201
G3_NODE_4157293_length_3255_cov_9.200922,GR17,,95.201
G3_NODE_4289368_length_236_cov_5.652543,GR17,,95.201
G3_NODE_4391805_length_2014_cov_7.492552,GR17,,95.201
G3_NODE_4481291_length_4527_cov_8.152861,GR17,,95.201
G3_NODE_708329_length_2385_cov_7.371908,GR17,,95.201
G3_NODE_748093_length_2026_cov_9.340079,GR17,,95.201
G3_NODE_837199_length_1567_cov_7.589662,GR17,,95.201
G3_NODE_870048_length_465_cov_13.341935,GR17,,95.201
G3_NODE_922874_length_3928_cov_8.203156,GR17,,95.201
G3_NODE_1020102_length_463_cov_7.539957,GR17,,95.22
G3_NODE_1360844_length_1238_cov_8.807755,GR17,,95.22
G3_NODE_2509403_length_1027_cov_9.056476,GR17,,95.22
G3_NODE_1563806_length_637_cov_8.894819,GR6,,95.22
G3_NODE_2039540_length_321_cov_14.520249,GR6,,95.22
G3_NODE_2933302_length_5757_cov_7.452145,GR6,,95.22
G3_NODE_2951403_length_552_cov_7.224638,GR6,,95.22
G3_NODE_32146_length_2126_cov_9.112417,GR6,,95.22
G3_NODE_3464247_length_3408_cov_7.076878,GR6,,95.22
G3_NODE_710567_length_1512_cov_8.906085,GR6,,95.22
G3_NODE_785653_length_1939_cov_8.626096,GR6,,95.22
G3_NODE_948197_length_1953_cov_10.055812,GR6,,95.22
G3_NODE_985362_length_2947_cov_9.102138,GR6,,95.22
G3_NODE_1321422_length_4355_cov_7.246843,GR14,,95.404
G3_NODE_2259564_length_1492_cov_8.101207,GR15,,95.477
G3_NODE_701525_length_183_cov_12.770492,GR15,,95.477
G3_NODE_3473660_length_2101_cov_6.847692,GR18,,95.651
G3_NODE_3936871_length_126_cov_8.833333,GR18,,95.651
G3_NODE_713629_length_2406_cov_9.884040,GR18,,95.651
G3_NODE_1211606_length_1775_cov_5.938591,GR14,,95.865
G3_NODE_2003422_length_2167_cov_7.485925,GR14,,95.865
G3_NODE_2271784_length_1076_cov_5.306692,GR14,,95.865
G3_NODE_2802171_length_1193_cov_8.108969,GR14,,95.865
G3_NODE_3324384_length_223_cov_11.627803,GR14,,95.865
G3_NODE_3933895_length_1004_cov_9.300797,GR14,,95.865
G3_NODE_4958599_length_4400_cov_7.801591,GR14,,95.865
G3_NODE_2761346_length_544_cov_12.970589,GR2,,95.888
G3_NODE_3690782_length_230_cov_4.873913,GR6,,96.064
G3_NODE_2670695_length_2256_cov_7.528812,GR8,,96.066
G3_NODE_1314383_length_196_cov_13.433674,GR1,,96.102
G3_NODE_1423727_length_231_cov_11.562771,GR1,,96.102
G3_NODE_16653_length_682_cov_10.555718,GR1,,96.102
G3_NODE_2242105_length_2671_cov_10.280045,GR1,,96.102
G3_NODE_2288_length_2442_cov_11.570434,GR1,,96.102
G3_NODE_3497926_length_383_cov_7.958225,GR1,,96.102
G3_NODE_3869872_length_5802_cov_7.572733,GR1,,96.102
G3_NODE_4102930_length_141_cov_6.028369,GR1,,96.102
G3_NODE_535207_length_525_cov_9.245714,GR1,,96.102
G3_NODE_664250_length_441_cov_13.292517,GR1,,96.102
G3_NODE_622597_length_347_cov_12.308357,GR13,,96.102
G3_NODE_1280295_length_746_cov_12.801609,GR4,,96.124
G3_NODE_4757022_length_136_cov_10.801471,GR4,,96.124
G3_NODE_1140330_length_1426_cov_12.439692,GR2,,96.909
G3_NODE_1904399_length_652_cov_8.061350,GR2,,96.909
G3_NODE_2138162_length_3567_cov_8.483319,GR2,,96.909
G3_NODE_2169730_length_2230_cov_8.515695,GR2,,96.909
G3_NODE_2256442_length_174_cov_8.448276,GR2,,96.909
G3_NODE_3985776_length_2796_cov_7.367668,GR2,,96.909
G3_NODE_4828546_length_4826_cov_6.706175,GR2,,96.909
G3_NODE_5289498_length_2633_cov_7.629700,GR2,,96.909
G3_NODE_6183569_length_733_cov_5.871760,GR2,,96.909
G3_NODE_956345_length_2182_cov_10.474793,GR2,,96.909
G3_NODE_3297202_length_1613_cov_8.630502,GR14,,97.072
G3_NODE_387465_length_1829_cov_8.698743,GR14,,97.072
G3_NODE_549231_length_1879_cov_10.931879,GR14,,97.072
G3_NODE_2338269_length_351_cov_20.669516,GR17,,97.132
G3_NODE_5268992_length_4339_cov_6.971422,GR17,,97.132
G3_NODE_5601105_length_1382_cov_7.175108,GR17,,97.132
G3_NODE_883159_length_418_cov_4.552631,GR17,,97.132
G3_NODE_930003_length_848_cov_13.360849,GR17,,97.186
G3_NODE_950693_length_2795_cov_7.479070,GR17,,97.186
G3_NODE_1678924_length_1221_cov_7.573300,GR14,,97.257
G3_NODE_2079477_length_1662_cov_7.250301,GR14,,97.257
G3_NODE_2829410_length_476_cov_11.689075,GR14,,97.257
G3_NODE_2979724_length_3938_cov_6.770950,GR14,,97.257
G3_NODE_3004038_length_1833_cov_7.231860,GR14,,97.257
G3_NODE_3095504_length_148_cov_9.317568,GR14,,97.257
G3_NODE_3516910_length_940_cov_8.880851,GR14,,97.257
G3_NODE_4541561_length_5958_cov_8.245720,GR14,,97.257
G3_NODE_4623074_length_1387_cov_9.232156,GR14,,97.257
G3_NODE_6136355_length_111_cov_4.387387,GR14,,97.257
G3_NODE_4330550_length_4490_cov_7.831181,GR2,,97.316
G3_NODE_5759311_length_1975_cov_6.256709,GR2,,97.316
G3_NODE_1471387_length_2899_cov_5.860987,GR17,,97.342
G3_NODE_2593451_length_4979_cov_8.075316,GR17,,97.342
G3_NODE_5244254_length_217_cov_4.285714,GR17,,97.342
G3_NODE_1155979_length_4381_cov_9.687971,GR20,,97.409
G3_NODE_1225561_length_1938_cov_11.317854,GR1,,97.482
G3_NODE_1279685_length_2739_cov_5.676524,GR1,,97.482
G3_NODE_2514308_length_324_cov_11.493827,GR1,,97.482
G3_NODE_2940140_length_172_cov_12.116279,GR1,,97.482
G3_NODE_3548134_length_2291_cov_7.854649,GR1,,97.482
G3_NODE_370495_length_1083_cov_11.556787,GR1,,97.482
G3_NODE_693221_length_8189_cov_8.387349,GR1,,97.482
G3_NODE_1537989_length_1361_cov_7.368112,GR19,,97.582
G3_NODE_1627816_length_2795_cov_8.256530,GR19,,97.582
G3_NODE_2133419_length_2176_cov_8.693474,GR19,,97.582
G3_NODE_2440508_length_252_cov_11.115079,GR19,,97.582
G3_NODE_2792966_length_2864_cov_7.118366,GR19,,97.582
G3_NODE_3085250_length_2902_cov_7.878360,GR19,,97.582
G3_NODE_3521592_length_317_cov_12.533123,GR19,,97.582
G3_NODE_432585_length_87_cov_8.620689,GR19,,97.582
G3_NODE_4390168_length_6237_cov_6.401956,GR19,,97.582
G3_NODE_4625284_length_263_cov_4.775665,GR19,,97.582
G3_NODE_483430_length_858_cov_13.595572,GR19,,97.582
G3_NODE_662390_length_2372_cov_8.473862,GR19,,97.582
G3_NODE_674188_length_593_cov_8.957842,GR19,,97.582
G3_NODE_675980_length_983_cov_9.247203,GR19,,97.582
G3_NODE_1382353_length_436_cov_20.630733,GR15,,97.658
G3_NODE_302413_length_663_cov_8.114631,GR15,,97.658
G3_NODE_3110034_length_6668_cov_8.233653,GR15,,97.658
G3_NODE_3473926_length_173_cov_14.947977,GR15,,97.658
G3_NODE_1708489_length_784_cov_11.572704,GR4,,97.686
G3_NODE_2006156_length_2297_cov_6.905529,GR12,,97.958
G3_NODE_2629239_length_1753_cov_7.885339,GR12,,97.958
G3_NODE_2887983_length_1002_cov_8.679641,GR12,,97.958
G3_NODE_3112333_length_1570_cov_8.328663,GR12,,97.958
G3_NODE_3802549_length_760_cov_10.622369,GR12,,97.958
G3_NODE_4182426_length_2565_cov_6.875244,GR12,,97.958
G3_NODE_2271804_length_295_cov_12.332204,GR9,,98.228
G3_NODE_1631719_length_4026_cov_8.437159,GR7,,98.326
G3_NODE_2863547_length_1268_cov_5.919559,GR7,,98.326
G3_NODE_5451846_length_1713_cov_7.601285,GR2,,98.524
G3_NODE_1137389_length_3612_cov_8.522979,GR4,,98.568
G3_NODE_3897071_length_593_cov_7.720068,GR4,,98.568
G3_NODE_722896_length_2972_cov_9.921938,GR4,,98.568
G3_NODE_737390_length_6171_cov_8.658565,GR4,,98.568
G3_NODE_1489585_length_2911_cov_10.436963,GR1,,98.777
G3_NODE_3332719_length_940_cov_7.668085,GR1,,98.777
G3_NODE_2258610_length_2223_cov_6.801620,GR14,,98.993
G3_NODE_3374741_length_243_cov_4.786008,GR14,,98.993
G3_NODE_3633394_length_2173_cov_7.033134,GR14,,98.993
G3_NODE_4353010_length_1845_cov_6.544715,GR14,,98.993
G3_NODE_4364515_length_1669_cov_4.877172,GR14,,98.993
G3_NODE_4373065_length_5669_cov_6.793614,GR14,,98.993
G3_NODE_5283316_length_955_cov_6.498429,GR14,,98.993
G3_NODE_1513168_length_1282_cov_6.016381,GR11,,99.58
G3_NODE_2800933_length_1391_cov_11.198419,GR15,,99.867
G3_NODE_3200918_length_830_cov_6.326506,GR15,,99.867
G3_NODE_3233414_length_2294_cov_7.354839,GR15,,99.867
G3_NODE_3429914_length_202_cov_16.603960,GR15,,99.867
G3_NODE_3979780_length_2654_cov_8.573097,GR15,,99.867
G3_NODE_4372875_length_1579_cov_5.037999,GR15,,99.867
G3_NODE_5059964_length_204_cov_4.382353,GR15,,99.867
G3_NODE_5944291_length_1470_cov_6.525170,GR15,,99.867
G3_NODE_626585_length_3897_cov_8.766231,GR15,,99.867
G3_NODE_3733135_length_5441_cov_7.336152,GR20,,99.867
G3_NODE_1039681_length_2268_cov_7.416667,GR2,,100.09
G3_NODE_105614_length_2332_cov_9.475557,GR2,,100.09
G3_NODE_1379430_length_576_cov_7.930555,GR2,,100.09
G3_NODE_1541441_length_442_cov_13.373303,GR2,,100.09
G3_NODE_235189_length_584_cov_16.674658,GR2,,100.09
G3_NODE_2612839_length_1731_cov_8.465049,GR2,,100.09
G3_NODE_442159_length_1010_cov_16.084158,GR2,,100.09
G3_NODE_769796_length_977_cov_10.842375,GR2,,100.09
G3_NODE_1054568_length_2535_cov_9.587377,GR3,,100.179
G3_NODE_1249929_length_1527_cov_5.537001,GR3,,100.179
G3_NODE_1771913_length_1941_cov_6.562081,GR3,,100.179
G3_NODE_1972310_length_477_cov_13.872117,GR3,,100.179
G3_NODE_3235728_length_557_cov_6.759426,GR3,,100.179
G3_NODE_1661053_length_10589_cov_7.947681,GR12,,100.197
G3_NODE_2187833_length_4901_cov_9.904305,GR12,,100.197
G3_NODE_2698939_length_2616_cov_7.446483,GR12,,100.197
G3_NODE_3056782_length_3935_cov_7.361881,GR12,,100.197
G3_NODE_1474627_length_1876_cov_12.299574,GR18,,100.602
G3_NODE_19820_length_1568_cov_5.723214,GR18,,100.602
G3_NODE_2080664_length_2276_cov_5.926186,GR18,,100.602
G3_NODE_989640_length_1022_cov_8.820939,GR8,,100.833
G3_NODE_993373_length_2439_cov_5.198442,GR8,,100.833
G3_NODE_1172458_length_1435_cov_7.719861,GR12,,100.922
G3_NODE_2088317_length_2612_cov_7.963629,GR12,,100.922
G3_NODE_3190799_length_248_cov_8.020162,GR12,,100.922
G3_NODE_1120360_length_150_cov_23.680000,GR1,,101.329
G3_NODE_1543566_length_2085_cov_9.132854,GR1,,101.329
G3_NODE_2984703_length_8899_cov_9.656703,GR1,,101.329
G3_NODE_3454614_length_409_cov_8.968215,GR1,,101.329
G3_NODE_4100410_length_791_cov_9.843236,GR1,,101.329
G3_NODE_5096037_length_2924_cov_7.671340,GR1,,101.329
G3_NODE_819636_length_972_cov_9.268518,GR1,,101.329
G3_NODE_910603_length_2392_cov_7.598244,GR1,,101.329
G3_NODE_923058_length_524_cov_9.129771,GR1,,101.329
G3_NODE_1214790_length_1317_cov_9.174640,GR14,,101.399
G3_NODE_2910309_length_863_cov_7.886443,GR14,,101.399
G3_NODE_3001837_length_2162_cov_9.740055,GR14,,101.399
G3_NODE_3043859_length_759_cov_6.524374,GR14,,101.399
G3_NODE_3140517_length_322_cov_4.400621,GR14,,101.399
G3_NODE_206517_length_4552_cov_8.088972,GR4,,101.549
G3_NODE_2869933_length_449_cov_9.202673,GR4,,101.549
G3_NODE_902208_length_1065_cov_11.583098,GR4,,101.549
G3_NODE_2580813_length_4850_cov_8.645361,GR17,,101.559
G3_NODE_2031626_length_568_cov_6.915493,GR15,,102.006
G3_NODE_2104140_length_344_cov_11.005814,GR15,,102.006
G3_NODE_1663505_length_984_cov_12.471544,GR14,,102.348
G3_NODE_1178761_length_684_cov_15.723684,GR17,,102.352
G3_NODE_2099334_length_348_cov_9.347701,GR17,,102.352
G3_NODE_2261271_length_737_cov_11.569878,GR17,,102.352
G3_NODE_2416605_length_2186_cov_8.753888,GR2,,102.654
G3_NODE_1478571_length_977_cov_12.041965,GR4,,102.784
G3_NODE_1484090_length_4615_cov_9.425569,GR4,,102.784
G3_NODE_1800223_length_765_cov_11.183006,GR4,,102.784
G3_NODE_1846529_length_175_cov_8.777143,GR4,,102.784
G3_NODE_1873323_length_292_cov_20.448629,GR4,,102.784
G3_NODE_1922848_length_5840_cov_9.039384,GR4,,102.784
G3_NODE_1992080_length_1327_cov_7.208742,GR4,,102.784
G3_NODE_2030033_length_3487_cov_9.193003,GR4,,102.784
G3_NODE_2038688_length_5115_cov_7.930205,GR4,,102.784
G3_NODE_2046491_length_1925_cov_9.710130,GR4,,102.784
G3_NODE_2054198_length_1581_cov_7.879190,GR4,,102.784
G3_NODE_2224327_length_815_cov_9.188957,GR4,,102.784
G3_NODE_24346_length_1044_cov_11.007663,GR4,,102.784
G3_NODE_2442679_length_3698_cov_8.502434,GR4,,102.784
G3_NODE_2491955_length_263_cov_19.604563,GR4,,102.784
G3_NODE_2694652_length_6544_cov_7.544621,GR4,,102.784
G3_NODE_3381672_length_6881_cov_7.732597,GR4,,102.784
G3_NODE_52754_length_4779_cov_9.561205,GR4,,102.784
G3_NODE_601955_length_3360_cov_7.915179,GR4,,102.784
G3_NODE_665710_length_5456_cov_9.250916,GR4,,102.784
G3_NODE_975812_length_2114_cov_10.875118,GR4,,102.784
G3_NODE_2927131_length_2088_cov_7.038314,GR1,,102.86
G3_NODE_3033819_length_2240_cov_7.760714,GR1,,102.86
G3_NODE_946731_length_4594_cov_9.191337,GR12,,102.943
G3_NODE_2201703_length_1320_cov_9.886364,GR9,,102.978
G3_NODE_3289303_length_4726_cov_7.290944,GR9,,102.978
G3_NODE_3348084_length_2739_cov_5.310698,GR9,,102.978
G3_NODE_1295224_length_1711_cov_7.157218,GR14,,104.15
G3_NODE_1364075_length_921_cov_9.589577,GR14,,104.15
G3_NODE_1451378_length_494_cov_9.117409,GR14,,104.15
G3_NODE_1655815_length_128_cov_11.382812,GR14,,104.15
G3_NODE_1794715_length_5630_cov_9.058792,GR14,,104.15
G3_NODE_2197859_length_1452_cov_10.045455,GR14,,104.15
G3_NODE_2229911_length_1261_cov_6.128469,GR14,,104.15
G3_NODE_2948167_length_206_cov_10.577670,GR14,,104.15
G3_NODE_3039441_length_67_cov_69.492538,GR14,,104.15
G3_NODE_34150_length_2170_cov_11.670968,GR14,,104.15
G3_NODE_4086218_length_7582_cov_7.007518,GR14,,104.15
G3_NODE_4465789_length_947_cov_7.861669,GR14,,104.15
G3_NODE_450959_length_2960_cov_11.549324,GR14,,104.15
G3_NODE_4602111_length_4055_cov_7.681134,GR14,,104.15
G3_NODE_48783_length_468_cov_11.933761,GR14,,104.15
G3_NODE_4934312_length_436_cov_10.860092,GR14,,104.15
G3_NODE_493816_length_6150_cov_8.215773,GR14,,104.15
G3_NODE_5669261_length_4577_cov_7.736946,GR14,,104.15
G3_NODE_3448314_length_4410_cov_8.808617,GR4,,104.177
G3_NODE_35171_length_655_cov_11.377099,GR4,,104.177
G3_NODE_4767835_length_1000_cov_6.239000,GR4,,104.177
G3_NODE_1540778_length_1430_cov_10.634266,GR15,,104.292
G3_NODE_1843971_length_186_cov_13.354838,GR15,,104.292
G3_NODE_2135335_length_3065_cov_8.048940,GR15,,104.292
G3_NODE_2870357_length_3135_cov_8.355981,GR15,,104.292
G3_NODE_3914594_length_244_cov_12.471312,GR15,,104.292
G3_NODE_4604802_length_1110_cov_8.681982,GR15,,104.292
G3_NODE_5871125_length_878_cov_7.130980,GR15,,104.292
G3_NODE_963361_length_637_cov_11.546310,GR15,,104.292
G3_NODE_1549757_length_590_cov_11.294915,GR7,,104.392
G3_NODE_1200216_length_6373_cov_7.690099,GR14,,105.901
G3_NODE_1565488_length_129_cov_8.263566,GR14,,105.901
G3_NODE_1983360_length_3102_cov_8.553514,GR14,,105.901
G3_NODE_1986346_length_174_cov_9.155172,GR14,,105.901
G3_NODE_1997424_length_325_cov_10.821539,GR14,,105.901
G3_NODE_2234905_length_3301_cov_8.777340,GR14,,105.901
G3_NODE_2262610_length_368_cov_20.347826,GR14,,105.901
G3_NODE_2294535_length_1412_cov_7.764164,GR14,,105.901
G3_NODE_2770019_length_647_cov_11.384853,GR14,,105.901
G3_NODE_3075167_length_3188_cov_8.085633,GR14,,105.901
G3_NODE_3760028_length_274_cov_10.916059,GR14,,105.901
G3_NODE_772697_length_1515_cov_7.402640,GR14,,105.901
G3_NODE_959232_length_1588_cov_15.865869,GR14,,105.901
G3_NODE_1964821_length_1207_cov_8.283347,GR15,,106.595
G3_NODE_2008483_length_2491_cov_7.143717,GR15,,106.595
G3_NODE_2024357_length_5984_cov_7.628008,GR15,,106.595
G3_NODE_2138233_length_3320_cov_8.681025,GR15,,106.595
G3_NODE_2871202_length_5040_cov_9.344048,GR15,,106.595
G3_NODE_3817627_length_2085_cov_8.076259,GR15,,106.595
G3_NODE_4090875_length_7922_cov_6.425902,GR15,,106.595
G3_NODE_4115791_length_4867_cov_6.773783,GR15,,106.595
G3_NODE_1386411_length_2285_cov_12.402188,GR1,,106.904
G3_NODE_693990_length_322_cov_11.192547,GR1,,106.904
G3_NODE_1967290_length_370_cov_10.154054,GR12,,107.478
G3_NODE_2547729_length_2664_cov_8.053304,GR2,,108.391
G3_NODE_2310457_length_1786_cov_8.172452,GR9,,108.718
G3_NODE_2348439_length_1735_cov_6.409798,GR9,,108.718
G3_NODE_3901067_length_3697_cov_5.481472,GR9,,108.718
G3_NODE_2235327_length_366_cov_12.401639,GR17,,109.178
G3_NODE_2732578_length_1850_cov_9.275676,GR17,,109.178
G3_NODE_1605004_length_2212_cov_8.586348,GR14,,109.26
G3_NODE_2148527_length_3576_cov_11.079978,GR14,,109.26
G3_NODE_2472671_length_280_cov_9.710714,GR14,,109.26
G3_NODE_3777295_length_915_cov_12.479781,GR14,,109.26
G3_NODE_4114984_length_2516_cov_6.519078,GR14,,109.26
G3_NODE_857433_length_1728_cov_9.321759,GR14,,109.26
G3_NODE_554565_length_1617_cov_9.277057,GR4,,110.089
G3_NODE_5132818_length_2613_cov_7.250670,GR17,,110.114
G3_NODE_116801_length_1545_cov_9.960518,GR3,,110.885
G3_NODE_3085907_length_413_cov_13.292978,GR3,,110.885
G3_NODE_3597397_length_88_cov_16.534090,GR3,,110.885
G3_NODE_1252279_length_981_cov_10.968400,GR9,,111.078
G3_NODE_2305802_length_1177_cov_7.165676,GR9,,111.078
G3_NODE_261397_length_1746_cov_8.675831,GR9,,111.078
G3_NODE_5041024_length_186_cov_12.817204,GR9,,111.078
G3_NODE_1158345_length_486_cov_8.973251,GR12,,111.65
G3_NODE_2839750_length_177_cov_11.418079,GR12,,111.65
G3_NODE_4741751_length_2015_cov_8.164764,GR14,,111.65
G3_NODE_1026230_length_6717_cov_8.609052,GR9,,111.745
G3_NODE_2658994_length_2276_cov_6.692004,GR14,,111.831
G3_NODE_3521935_length_1039_cov_8.210779,GR14,,111.831
G3_NODE_450308_length_425_cov_84.844704,GR14,,111.831
G3_NODE_984853_length_2028_cov_6.150887,GR14,,111.831
G3_NODE_1449649_length_3094_cov_7.170653,GR15,,111.924
G3_NODE_853672_length_1926_cov_7.021287,GR15,,111.924
G3_NODE_1035422_length_637_cov_40.414444,GR9,,114.98
G3_NODE_3061878_length_2301_cov_6.587571,GR9,,114.98
G3_NODE_1170996_length_3447_cov_8.791122,GR20,,115.083
G3_NODE_1982105_length_2446_cov_8.270237,GR20,,115.083
G3_NODE_2915661_length_1968_cov_6.571646,GR20,,115.083
G3_NODE_716233_length_6357_cov_8.045304,GR3,,115.479
G3_NODE_397470_length_746_cov_11.955764,GR4,,117.114
G3_NODE_843836_length_407_cov_11.980344,GR4,,117.114
G3_NODE_898458_length_2667_cov_13.243344,GR4,,117.114
G3_NODE_2053235_length_1091_cov_12.182402,GR15,,117.374
G3_NODE_2563403_length_3983_cov_6.648506,GR15,,117.374
G3_NODE_3046558_length_1695_cov_7.546903,GR15,,117.374
G3_NODE_3065229_length_2168_cov_6.769372,GR15,,117.374
G3_NODE_3178510_length_843_cov_5.220641,GR15,,117.374
G3_NODE_3942507_length_1587_cov_7.296156,GR15,,117.374
G3_NODE_4299965_length_451_cov_14.144124,GR15,,117.374
G3_NODE_435150_length_268_cov_11.835821,GR15,,117.374
G3_NODE_4248320_length_2021_cov_7.635329,GR9,,120.558
G3_NODE_2489935_length_1532_cov_8.227807,GR4,,120.872
G3_NODE_5045522_length_2559_cov_7.782337,GR4,,120.872
G3_NODE_2091535_length_658_cov_6.770517,GR17,,121.45
G3_NODE_517287_length_2251_cov_7.866726,GR17,,121.45
G3_NODE_2027783_length_9482_cov_7.571504,GR9,,121.573
G3_NODE_2303593_length_1066_cov_7.885553,GR3,,124.303
G3_NODE_1041920_length_729_cov_15.714678,GR9,,125.053
G3_NODE_2211418_length_801_cov_11.990012,GR9,,125.053
G3_NODE_2401162_length_557_cov_9.707361,GR9,,125.053
G3_NODE_3176609_length_700_cov_13.388572,GR9,,125.053
